Adı,Yazar,Alt başlık,Baskı tarihi,Sayfa sayısı,Format,ISBN,Kitabın türü,Orijinal adı,Çeviri,Dil,Ülke,Yayınevi,Baskılar,Yaş,Cinsiyet,Puan,Oy Sayısı 
Her Şey Seninle Başlar,Mümin Sekman,Kişisel Kurtuluş Savaşınızı Başlatın,Nisan 2013,240,Karton kapak,9786051067315,"İnsan ve Toplum, Kişisel Gelişim",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%6.814-17 Yaş%6.718-24 Yaş%25.125-34 Yaş%30.735-44 Yaş%21.345-54 Yaş%7.555-64 Yaş%165+ Yaş%1,Kadın%70.6Erkek%29.4,7.7,1.187
İnce Memed 2,Yaşar Kemal,null,Mayıs 2019,459,Karton kapak,9789750807170,"Edebiyat, Roman",null,null,Türkçe,Türkiye,Yapı Kredi Yayınları,null,0-13 Yaş%5.314-17 Yaş%3.718-24 Yaş%1425-34 Yaş%30.235-44 Yaş%29.545-54 Yaş%12.855-64 Yaş%2.665+ Yaş%1.8,Kadın%51.4Erkek%48.6,9.3,1.811
"Bir Kedi, Bir Adam, Bir Ölüm",Zülfü Livaneli,2001 Yunus Nadi Roman Ödülü,Kasım 2012,212,Karton kapak,9786050905441,"Edebiyat, Roman",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%9.114-17 Yaş%518-24 Yaş%1725-34 Yaş%29.235-44 Yaş%30.845-54 Yaş%755-64 Yaş%0.965+ Yaş%0.9,Kadın%73.1Erkek%26.8,8.1,1.443
Monte Cristo Kontu,"Alexandre Dumas, Aysen Altınel (Çevirmen)",null,Haziran 2010,1056,Karton kapak,9786053750666,"Dünya Klasikleri, Edebiyat, Roman",null,Aysen Altınel,Türkçe,Türkiye,null,null,0-13 Yaş%6.414-17 Yaş%6.718-24 Yaş%23.925-34 Yaş%29.935-44 Yaş%20.545-54 Yaş%9.255-64 Yaş%1.565+ Yaş%1.8,Kadın%58.2Erkek%41.8,9.1,1.697
Korkuyu Beklerken,Oğuz Atay,Bütün Eserleri 4,Kasım 2018,202,Karton kapak,9789754701586,"Edebiyat, Hikaye (Öykü)",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%6.814-17 Yaş%718-24 Yaş%29.325-34 Yaş%33.935-44 Yaş%15.745-54 Yaş%4.655-64 Yaş%165+ Yaş%1.7,Kadın%59.1Erkek%40.8,8.7,1.544
Bilinmeyen Adanın Öyküsü,"José Saramago, Emrah İmre (Çevirmen)",null,Ocak 2009,60,Karton kapak,9789944885263,"Edebiyat, Roman",O Conto da Ilha Desconhecida,Emrah İmre,Türkçe,null,null,null,0-13 Yaş%6.614-17 Yaş%6.218-24 Yaş%27.525-34 Yaş%36.235-44 Yaş%17.245-54 Yaş%3.555-64 Yaş%0.865+ Yaş%1.9,Kadın%62Erkek%37.8,7.8,1.845
Ateşten Gömlek,Halide Edib Adıvar,null,Temmuz 2019,224,Karton kapak,9789750723322,"Edebiyat, Roman, Türk Klasikleri",null,null,Türkçe,Türkiye,Can Yayınları,null,0-13 Yaş%4.314-17 Yaş%9.518-24 Yaş%24.125-34 Yaş%26.935-44 Yaş%20.745-54 Yaş%1055-64 Yaş%2.165+ Yaş%2.4,Kadın%73.5Erkek%26.5,8.1,1.098
Altıncı Koğuş,"Anton Çehov, Yulva Muhurçişi (Çevirmen)",null,Ağustos 2017,72,Karton kapak,9786052951569,"Dünya Klasikleri, Edebiyat, Hikaye (Öykü)",null,Yulva Muhurçişi,Türkçe,Türkiye,null,null,0-13 Yaş%8.914-17 Yaş%1218-24 Yaş%29.125-34 Yaş%28.535-44 Yaş%13.945-54 Yaş%3.855-64 Yaş%2.565+ Yaş%1.3,Kadın%54.2Erkek%45.5,8.5,1.937
Grinin Elli Tonu,"E. L. James, Sevinç Seyla Tezcan (Çevirmen)",Elli Ton Serisi #1,Mart 2013,576,Karton kapak,9786055289836,"Aşk, Edebiyat, Roman",Fıfty Shades Of Grey,Sevinç Seyla Tezcan,null,null,null,null,0-13 Yaş%614-17 Yaş%3.218-24 Yaş%2425-34 Yaş%24.635-44 Yaş%29.845-54 Yaş%10.755-64 Yaş%0.865+ Yaş%0.9,Kadın%86.5Erkek%13.4,6.9,1.173
Budala,"Dostoyevski, Ergin Altay (Çevirmen)",null,Şubat 2012,779,Karton kapak,9786053604419,"Dünya Klasikleri, Edebiyat, Roman",Идиот,null,Türkçe,Türkiye,null,null,0-13 Yaş%5.614-17 Yaş%3.418-24 Yaş%17.325-34 Yaş%30.835-44 Yaş%28.145-54 Yaş%10.955-64 Yaş%1.865+ Yaş%2.2,Kadın%53.6Erkek%46.4,8.5,1.358
Leyla ile Mecnun,Burak Aksak,null,Nisan 2018,272,Karton kapak,9786056785955,"Edebiyat, Roman",null,null,Türkçe,Türkiye,Küsurat Yayınları,null,0-13 Yaş%11.614-17 Yaş%1318-24 Yaş%2625-34 Yaş%33.735-44 Yaş%9.145-54 Yaş%2.155-64 Yaş%0.465+ Yaş%4.2,Kadın%58.6Erkek%41.3,8.8,2.114
Taaşşuk-ı Talat ve Fitnat,Şemseddin Sami,null,Eylül 2017,136,Karton kapak,9786059078368,"Edebiyat, Roman, Türk Klasikleri",null,null,Türkçe,Türkiye,Araf Yayınları,null,0-13 Yaş%6.814-17 Yaş%11.918-24 Yaş%35.125-34 Yaş%29.835-44 Yaş%11.245-54 Yaş%3.355-64 Yaş%0.465+ Yaş%1.5,Kadın%80.4Erkek%19.6,8.0,1.041
Efsane,İskender Pala,Bir Barbaros Romanı,Ocak 2012,392,Karton kapak,9786054683772,"Aşk, Edebiyat, Roman, Tarih",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%714-17 Yaş%4.918-24 Yaş%24.625-34 Yaş%29.635-44 Yaş%23.845-54 Yaş%7.355-64 Yaş%0.965+ Yaş%2,Kadın%60.7Erkek%39.3,8.4,1.425
Bütün Şiirleri,Orhan Veli Kanık,null,Ocak 2013,247,Karton kapak,9789750805288,"Edebiyat, Şiir",null,null,Türkçe,Türkiye,Yapı Kredi Yayınları,null,0-13 Yaş%4.114-17 Yaş%6.818-24 Yaş%21.225-34 Yaş%3135-44 Yaş%25.345-54 Yaş%8.455-64 Yaş%0.965+ Yaş%2.4,Kadın%62.6Erkek%37.4,8.7,1.272
İvan İlyiç'in Ölümü,"Lev Nikolayeviç Tolstoy, Mazlum Beyhan (Çevirmen)",null,Mayıs 2019,100,Karton kapak,9786053321170,"Dünya Klasikleri, Edebiyat, Roman",Смерть Ивана Ильича,null,Türkçe,Türkiye,null,null,0-13 Yaş%6.114-17 Yaş%6.318-24 Yaş%24.125-34 Yaş%34.135-44 Yaş%18.145-54 Yaş%8.255-64 Yaş%0.765+ Yaş%2.5,Kadın%53.1Erkek%46.8,8.4,1.639
Darağacında Üç Fidan,Nihat Behram,null,Aralık 2005,216,Karton kapak,9789753168175,"Anı-Mektup-Günlük, Anlatı, Biyografi, Siyaset-Politika, Tarih",null,null,Türkçe,Türkiye,Everest Yayınları,null,0-13 Yaş%6.614-17 Yaş%1.918-24 Yaş%16.825-34 Yaş%33.235-44 Yaş%29.945-54 Yaş%8.755-64 Yaş%1.465+ Yaş%1.4,Kadın%68.9Erkek%31,8.8,1.101
Bulantı,"Jean-Paul Sartre, Selahattin Hilav (Çevirmen)",null,2016,264,Karton kapak,9789755102108,"Edebiyat, Felsefe-Düşünce, Roman",La Nausee,null,Türkçe,Türkiye,null,null,0-13 Yaş%7.214-17 Yaş%3.418-24 Yaş%28.625-34 Yaş%35.335-44 Yaş%1845-54 Yaş%5.355-64 Yaş%0.765+ Yaş%1.6,Kadın%56Erkek%44,8.3,1.450
Dublörün Dilemması,Murat Menteş,null,Nisan 2005,263,Karton kapak,9789750503221,"Edebiyat, Roman",null,null,Türkçe,Türkiye,İletişim Yayınevi,null,0-13 Yaş%8.314-17 Yaş%3.518-24 Yaş%25.625-34 Yaş%40.135-44 Yaş%18.845-54 Yaş%2.355-64 Yaş%0.365+ Yaş%1.1,Kadın%64.4Erkek%35.6,8.5,1.542
Kiralık Konak,Yakup Kadri Karaosmanoğlu,Bütün Eserleri 4,Mart 2016,232,Karton kapak,9789754700084,"Edebiyat, Roman, Türk Klasikleri",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%614-17 Yaş%5.518-24 Yaş%28.425-34 Yaş%33.835-44 Yaş%15.445-54 Yaş%7.555-64 Yaş%1.465+ Yaş%2,Kadın%75.1Erkek%24.8,7.9,926
Sabah Uykum,Ahmet Batman,null,Ekim 2013,224,Karton kapak,9786054771769,"Deneme-İnceleme, Edebiyat",null,null,Türkçe,Türkiye,Destek Yayınları,null,0-13 Yaş%6.814-17 Yaş%1218-24 Yaş%39.925-34 Yaş%25.335-44 Yaş%11.145-54 Yaş%455-64 Yaş%0.565+ Yaş%0.5,Kadın%85.5Erkek%14.5,6.5,1.114
Sis ve Gece,Ahmet Ümit,null,Nisan 2013,270,Karton kapak,9789752897373,"Polisiye, Edebiyat, Roman",null,null,Türkçe,Türkiye,Everest Yayınları,null,0-13 Yaş%5.514-17 Yaş%4.818-24 Yaş%18.925-34 Yaş%27.635-44 Yaş%29.545-54 Yaş%10.555-64 Yaş%1.265+ Yaş%1.9,Kadın%68.5Erkek%31.4,7.8,1.143
Mavi Saçlı Kız,Burçak Çerezcioğlu,null,Ekim 2016,288,Karton kapak,9789753637084,"Anı-Mektup-Günlük, Edebiyat",null,null,Türkçe,Türkiye,Yapı Kredi Yayınları,null,0-13 Yaş%5.114-17 Yaş%5.518-24 Yaş%1825-34 Yaş%36.535-44 Yaş%26.645-54 Yaş%6.455-64 Yaş%0.965+ Yaş%0.9,Kadın%94.2Erkek%5.7,8.3,907
Osmancık,Tarık Buğra,null,Şubat 2018,376,Karton kapak,9789754370799,"Edebiyat, Roman, Tarih",null,null,Türkçe,Türkiye,Ötüken Neşriyat,null,0-13 Yaş%7.614-17 Yaş%1118-24 Yaş%34.625-34 Yaş%27.435-44 Yaş%12.545-54 Yaş%4.555-64 Yaş%0.965+ Yaş%1.5,Kadın%65.1Erkek%34.8,8.5,1.176
Son Kamelya,"Sarah Jio, Ayhan Ece Şirin (Çevirmen)",null,Mayıs 2014,352,Karton kapak,9789759997441,"Aşk, Edebiyat, Roman",The Last Camellia,Ayhan Ece Şirin,Türkçe,null,null,null,0-13 Yaş%6.214-17 Yaş%17.218-24 Yaş%20.625-34 Yaş%21.335-44 Yaş%23.645-54 Yaş%9.655-64 Yaş%0.965+ Yaş%0.6,Kadın%94.8Erkek%5.1,8.4,1.221
Dörtlükler,"Ömer Hayyam, Sabahattin Eyüboğlu (Çevirmen)",Rubailer,5 Şubat 2019,216,Karton kapak,9789754586923,"Dünya Klasikleri, Edebiyat, Şiir",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%1.914-17 Yaş%4.418-24 Yaş%24.325-34 Yaş%39.135-44 Yaş%2245-54 Yaş%4.955-64 Yaş%1.965+ Yaş%1.6,Kadın%44Erkek%56,8.8,1.443
Cerrah,"Tess Gerritsen, Ali Cevat Akkoyunlu (Çevirmen)",Rizzoli & Isles #1,Aralık 2018,376,Karton kapak,9786050950281,"Edebiyat, Korku-Gerilim, Polisiye, Roman",The Surgeon,null,Türkçe,null,null,null,0-13 Yaş%5.614-17 Yaş%5.818-24 Yaş%24.825-34 Yaş%27.235-44 Yaş%25.545-54 Yaş%9.355-64 Yaş%0.765+ Yaş%1.2,Kadın%76.1Erkek%23.9,8.9,1.605
Fısıltı,"Becca Fitzpatrick, Sevinç Seyla Tezcan (Çevirmen)","Hush, Hush Serisi 1",Haziran 2015,416,Karton kapak,9786054456000,"Aşk, Edebiyat, Fantastik, Roman","Hush, Hush",Sevinç Tezcan Yanar,null,null,null,null,0-13 Yaş%5.214-17 Yaş%24.718-24 Yaş%38.525-34 Yaş%16.435-44 Yaş%1145-54 Yaş%355-64 Yaş%0.365+ Yaş%0.8,Kadın%92.7Erkek%7.2,8.2,1.398
Yusuf ile Zuleyha,Nazan Bekiroğlu,Kalbin Üzerinde Titreyen Hüzün,2012,224,Karton kapak,9789753625579,"Edebiyat, Roman",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%7.514-17 Yaş%6.418-24 Yaş%27.125-34 Yaş%34.535-44 Yaş%18.245-54 Yaş%3.955-64 Yaş%0.865+ Yaş%1.6,Kadın%80.4Erkek%19.6,8.6,1.186
Siyah Kan,"Jean-Christophe Grangé, Şevket Deniz (Çevirmen)",null,2015,458,Karton kapak,9789759914332,"Edebiyat, Korku-Gerilim, Polisiye, Roman",La Ligne Noire,null,Türkçe,Türkiye,null,null,0-13 Yaş%514-17 Yaş%2.818-24 Yaş%17.625-34 Yaş%35.435-44 Yaş%28.545-54 Yaş%8.655-64 Yaş%0.865+ Yaş%1.2,Kadın%66.4Erkek%33.5,8.8,1.535
Dokuza Kadar On,Özdemir Asaf,Seçme Şiirler,Şubat 2010,112,Karton kapak,9789750817779,"Edebiyat, Şiir",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%7.414-17 Yaş%20.318-24 Yaş%32.725-34 Yaş%25.835-44 Yaş%8.745-54 Yaş%3.155-64 Yaş%0.565+ Yaş%1.5,Kadın%74.1Erkek%25.8,8.7,1.253
Oblomov,"İvan Gonçarov, Sabahattin Eyüboğlu (Çevirmen), Erol Güney (Çevirmen)",null,18 Ocak 2019,632,Ciltli,9789754587203,"Dünya Klasikleri, Edebiyat, Roman",Обломов,null,Türkçe,Türkiye,null,null,0-13 Yaş%714-17 Yaş%318-24 Yaş%2225-34 Yaş%32.935-44 Yaş%24.445-54 Yaş%7.255-64 Yaş%1.565+ Yaş%2,Kadın%52Erkek%48,9.1,1.984
Felatun Bey ile Rakım Efendi,Ahmet Mithat,null,Şubat 2014,200,Karton kapak,9789759954611,"Edebiyat, Roman, Türk Klasikleri",null,null,Türkçe,Türkiye,Dergah Yayınları,null,0-13 Yaş%5.714-17 Yaş%10.118-24 Yaş%36.625-34 Yaş%31.235-44 Yaş%11.645-54 Yaş%355-64 Yaş%0.565+ Yaş%1.4,Kadın%75.2Erkek%24.7,7.4,987
Ejderha Dövmeli Kız,"Stieg Larsson, Ali Arda (Çevirmen), Özkan Özdem (Editör), Yunus Bora Ülke (Tasarımcı)",Millennium Serisi 1. Kitap,Eylül 2013,646,Karton kapak,9786054263301,"Edebiyat, Polisiye, Roman",Man Som Hatar Kvinnor,null,Türkçe,null,null,null,0-13 Yaş%5.714-17 Yaş%3.218-24 Yaş%22.125-34 Yaş%2535-44 Yaş%29.445-54 Yaş%12.755-64 Yaş%0.865+ Yaş%1.1,Kadın%75Erkek%24.9,8.8,1.296
Mustafa Kemal,Yılmaz Özdil,null,3 Ekim 2018,520,Karton kapak,9786052983690,"Araştırma-İnceleme, Siyaset-Politika, Tarih",null,null,Türkçe,Türkiye,Kırmızı Kedi Yayınevi,null,10%63 (1.367)9%17.2 (372)8%8.7 (188)7%4.2 (92)6%1.9 (41)5%1.2 (25)4%0.5 (11)3%0.6 (14)2%0.4 (9)1%1.5 (33),null,9.1,2.169
Ustam ve Ben,"Elif Şafak, Omca Korugan (Çevirmen)",null,Aralık 2013,480,Karton kapak,9786050918038,"Edebiyat, Roman",null,Omca Korugan,Türkçe,Türkiye,null,null,0-13 Yaş%7.114-17 Yaş%4.918-24 Yaş%17.825-34 Yaş%24.435-44 Yaş%3245-54 Yaş%10.455-64 Yaş%1.765+ Yaş%1.7,Kadın%75Erkek%24.9,8.3,1.268
İki Dirhem Bir Çekirdek,"İskender Pala, Utku Lomlu (Tasarımcı)",null,Eylül 2004,212,Karton kapak,9789758950379,"Araştırma-İnceleme, Deneme-İnceleme, Edebiyat, Eğitim, Hikaye (Öykü)",null,null,Türkçe,Türkiye,Kapı Yayınları,null,0-13 Yaş%8.314-17 Yaş%8.818-24 Yaş%29.225-34 Yaş%32.935-44 Yaş%1645-54 Yaş%3.255-64 Yaş%0.665+ Yaş%1.1,Kadın%66.7Erkek%33.2,8.1,975
Utopia,"Thomas More, Mina Urgan (Çevirmen), Vedat Günyol (Çevirmen), Sabahattin Eyüboğlu (Çevirmen)",null,23 Ocak 2019,217,Karton kapak,9789754587395,"Dünya Klasikleri, Edebiyat, Roman, Siyaset-Politika",null,null,Türkçe,Türkiye,Türkiye İş Bankası Kültür Yayınları,null,0-13 Yaş%5.814-17 Yaş%4.418-24 Yaş%25.925-34 Yaş%33.235-44 Yaş%22.145-54 Yaş%6.255-64 Yaş%0.665+ Yaş%1.8,Kadın%53.1Erkek%46.7,8.3,1.279
Elif Gibi Sevmek 1,Hikmet Anıl Öztekin,null,Mart 2017,192,Karton kapak,978-605-9841-90-0,"Aşk, Din (İslam), Şiir, Tasavvuf-Mezhepler-Tarikatlar",null,null,Türkçe,Türkiye,Hayy Kitap,null,0-13 Yaş%7.914-17 Yaş%12.618-24 Yaş%30.425-34 Yaş%24.635-44 Yaş%1645-54 Yaş%655-64 Yaş%0.665+ Yaş%1.9,Kadın%76.6Erkek%23.3,7.0,1.082
Kafes,"Josh Malerman, Aslı Dağlı (Çevirmen)",Sakın Gözlerini Açma,Ağustos 2015,336,Karton kapak,9786053754718,"Edebiyat, Korku-Gerilim, Roman",Bird Box,Aslı Dağlı,null,null,null,null,0-13 Yaş%8.714-17 Yaş%29.418-24 Yaş%18.625-34 Yaş%18.435-44 Yaş%18.245-54 Yaş%5.255-64 Yaş%0.765+ Yaş%0.8,Kadın%79Erkek%21,8.2,1.970
Benim Adım Kırmızı,Orhan Pamuk,null,Şubat 2019,520,Karton kapak,9789750825927,"Edebiyat, Polisiye, Roman",null,null,Türkçe,Türkiye,Yapı Kredi Yayınları,null,0-13 Yaş%6.714-17 Yaş%1.818-24 Yaş%12.325-34 Yaş%27.935-44 Yaş%35.645-54 Yaş%12.655-64 Yaş%1.965+ Yaş%1.2,Kadın%63Erkek%37,8.2,1.267
Henüz Vakit Varken Gülüm,Nazım Hikmet Ran,Seçme Şiirler,Nisan 2017,112,Karton kapak,9789750814068,"Edebiyat, Şiir",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%6.214-17 Yaş%13.718-24 Yaş%32.225-34 Yaş%31.735-44 Yaş%10.245-54 Yaş%3.355-64 Yaş%0.665+ Yaş%2.1,Kadın%66.8Erkek%33,9.0,1.237
Ah'lar Ağacı,Didem Madak,null,Kasım 2012,76,Karton kapak,9789753428750,"Edebiyat, Şiir",null,null,Türkçe,Türkiye,Metis Yayıncılık,null,0-13 Yaş%5.414-17 Yaş%9.518-24 Yaş%33.525-34 Yaş%33.535-44 Yaş%1145-54 Yaş%3.355-64 Yaş%0.565+ Yaş%3.3,Kadın%75.6Erkek%24.3,8.9,1.366
Alice Harikalar Diyarında,"Lewis Carroll, Sinan Ezber (Çevirmen)",null,Mayıs 2017,106,Karton kapak,9786052950524,"Çocuk, Dünya Klasikleri, Edebiyat, Fantastik, Roman",Alice's Adventures in Wonderland,null,Türkçe,Türkiye,null,null,0-13 Yaş%5.914-17 Yaş%11.918-24 Yaş%30.325-34 Yaş%26.635-44 Yaş%16.945-54 Yaş%6.155-64 Yaş%165+ Yaş%1.4,Kadın%78.1Erkek%21.8,8.0,1.095
Aşkın Gözyaşları 2 - Hz. Mevlana,Sinan Yağmur,null,Kasım 2016,264,Karton kapak,9786055147716,"Biyografi, Edebiyat, Roman, Tasavvuf-Mezhepler-Tarikatlar",null,null,Türkçe,Türkiye,Kapı Yayınları,null,0-13 Yaş%6.614-17 Yaş%4.118-24 Yaş%23.125-34 Yaş%30.235-44 Yaş%2445-54 Yaş%9.455-64 Yaş%1.465+ Yaş%1.2,Kadın%72.1Erkek%27.9,8.2,838
Kavim,Ahmet Ümit,null,Ocak 2013,400,Karton kapak,9789752897397,"Polisiye, Edebiyat, Roman",null,null,Türkçe,Türkiye,Everest Yayınları,null,0-13 Yaş%4.314-17 Yaş%4.218-24 Yaş%17.525-34 Yaş%29.435-44 Yaş%31.345-54 Yaş%11.555-64 Yaş%0.965+ Yaş%0.9,Kadın%69.3Erkek%30.7,8.5,1.233
Konstantiniyye Oteli,Zülfü Livaneli,null,Mayıs 2015,480,Karton kapak,9786050926316,"Edebiyat, Roman",null,null,Türkçe,Türkiye,Doğan Kitap,null,0-13 Yaş%7.814-17 Yaş%4.118-24 Yaş%11.825-34 Yaş%28.935-44 Yaş%32.845-54 Yaş%11.755-64 Yaş%1.565+ Yaş%1.4,Kadın%75.5Erkek%24.4,8.0,1.367
Yedi Güzel Adam,Cahit Zarifoğlu,null,Ocak 2013,136,Karton kapak,9789754735413,"Edebiyat, Şiir",null,null,Türkçe,Türkiye,Beyan Yayıncılık,null,0-13 Yaş%7.114-17 Yaş%1018-24 Yaş%39.225-34 Yaş%32.635-44 Yaş%6.945-54 Yaş%1.755-64 Yaş%0.265+ Yaş%2.1,Kadın%70.9Erkek%29.1,8.5,1.013
Lâ,Nazan Bekiroğlu,null,Nisan 2008,382,Karton kapak,9789752638518,"Deneme-İnceleme, Edebiyat, Roman",null,null,Türkçe,Türkiye,Timaş Yayınları,null,0-13 Yaş%8.114-17 Yaş%2.818-24 Yaş%23.825-34 Yaş%37.535-44 Yaş%20.445-54 Yaş%5.355-64 Yaş%0.465+ Yaş%1.8,Kadın%80Erkek%20,8.5,1.175
Aşk Köpekliktir,Ahmet Ümit,null,Haziran 2012,190,Karton kapak,9789752897434,"Aşk, Edebiyat, Hikaye (Öykü)",null,null,Türkçe,Türkiye,Everest Yayınları,null,0-13 Yaş%6.614-17 Yaş%4.518-24 Yaş%1925-34 Yaş%30.435-44 Yaş%27.145-54 Yaş%10.255-64 Yaş%1.165+ Yaş%1.3,Kadın%76.6Erkek%23.3,7.1,984
Arkadaşlar Arasında,İpek Ongun,Bir Genç Kızın Gizli Defteri 2,Ağustos 2012,384,Karton kapak,9786054560851,"Edebiyat, Gençlik, Roman",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%5.914-17 Yaş%14.318-24 Yaş%28.225-34 Yaş%33.535-44 Yaş%13.745-54 Yaş%2.655-64 Yaş%0.665+ Yaş%1.1,Kadın%97.3Erkek%2.7,8.1,580
İtiraflarım,"Lev Nikolayeviç Tolstoy, İhsan Özdemir (Çevirmen)",null,Nisan 2016,96,Karton kapak,9786054985456,"Dünya Klasikleri, Edebiyat, Roman",null,İhsan Özdemir,Türkçe,Türkiye,null,null,0-13 Yaş%5.114-17 Yaş%7.818-24 Yaş%27.325-34 Yaş%33.935-44 Yaş%16.745-54 Yaş%6.455-64 Yaş%0.965+ Yaş%2,Kadın%53.5Erkek%46.5,8.4,1.275
Mürebbiye,"Stefan Zweig, İlknur İgan (Çevirmen)",null,Şubat 2016,96,Karton kapak,9786053326557,"Dünya Klasikleri, Edebiyat, Hikaye (Öykü)",null,İlknur İgan,Türkçe,Türkiye,null,null,0-13 Yaş%6.414-17 Yaş%9.618-24 Yaş%26.725-34 Yaş%32.635-44 Yaş%17.345-54 Yaş%4.955-64 Yaş%165+ Yaş%1.5,Kadın%72.3Erkek%27.6,7.7,1.342
Çizgili Pijamalı Çocuk,"John Boyne, Tayfun Törüner (Çevirmen), Tülin Törüner (Çevirmen)",null,Mayıs 2007,208,Karton kapak,9789944691321,"Edebiyat, Gençlik, Roman, Tarih",The Boy in the Striped Pyjamas,null,Türkçe,Türkiye,null,null,0-13 Yaş%8.514-17 Yaş%24.218-24 Yaş%26.625-34 Yaş%2235-44 Yaş%12.845-54 Yaş%2.955-64 Yaş%065+ Yaş%2.9,Kadın%86Erkek%14,8.9,1.596
"Canım Aliye, Ruhum Filiz",Sabahattin Ali,null,Şubat 2019,160,Karton kapak,9789750826672,"Anı-Mektup-Günlük, Edebiyat",null,null,Türkçe,Türkiye,Yapı Kredi Yayınları,null,0-13 Yaş%4.914-17 Yaş%12.118-24 Yaş%31.125-34 Yaş%31.835-44 Yaş%1545-54 Yaş%2.855-64 Yaş%0.465+ Yaş%1.9,Kadın%82.5Erkek%17.2,8.8,1.347
Trendeki Kız,"Paula Hawkins, Aslıhan Kuzucan (Çevirmen)",null,Mart 2015,360,Karton kapak,9786053754428,"Edebiyat, Korku-Gerilim, Polisiye, Roman",The Girl on the Train,Aslıhan Kuzucan,Türkçe,null,null,null,0-13 Yaş%5.714-17 Yaş%18.318-24 Yaş%23.425-34 Yaş%23.635-44 Yaş%20.845-54 Yaş%755-64 Yaş%0.765+ Yaş%0.5,Kadın%82.4Erkek%17.6,7.4,1.578
Delifişek,"José Mauro de Vasconcelos, İnci Kut (Çevirmen)",null,Şubat 2015,103,Karton kapak,9789755105116,"Edebiyat, Gençlik, Roman",Doidao,İnci Kut,Türkçe,null,null,null,0-13 Yaş%7.514-17 Yaş%10.718-24 Yaş%26.525-34 Yaş%32.835-44 Yaş%16.745-54 Yaş%4.155-64 Yaş%0.365+ Yaş%1.5,Kadın%75.8Erkek%24.2,8.0,1.165
İz,Canan Tan,null,Mart 2011,400,Karton kapak,9789752113251,"Edebiyat, Roman",null,null,Türkçe,Türkiye,Altın Kitaplar,null,0-13 Yaş%4.914-17 Yaş%8.818-24 Yaş%28.825-34 Yaş%20.835-44 Yaş%22.745-54 Yaş%11.755-64 Yaş%1.465+ Yaş%0.9,Kadın%91Erkek%8.9,7.4,722
Sevdalinka,Ayşe Kulin,null,Şubat 2013,340,Karton kapak,9789752892422,"Edebiyat, Roman",null,null,Türkçe,Türkiye,Everest Yayınları,null,0-13 Yaş%6.314-17 Yaş%1.918-24 Yaş%10.625-34 Yaş%25.735-44 Yaş%35.845-54 Yaş%16.355-64 Yaş%2.565+ Yaş%0.9,Kadın%85Erkek%15,8.4,911
Ikigai - Japonların Uzun ve Mutlu Yaşam Sırrı,"Francesc Miralles, Hector Garcia",null,Aralık 2017,176,Karton kapak,9786052361450,Kişisel Gelişim,Ikigai,null,Türkçe,Türkiye,null,null,0-13 Yaş%13.114-17 Yaş%8.918-24 Yaş%22.625-34 Yaş%27.435-44 Yaş%1945-54 Yaş%7.755-64 Yaş%0.665+ Yaş%0.6,Kadın%80.8Erkek%19.2,7.3,1.464
Erken Kaybedenler,"Emrah Serbes, Levent Cantek (Editör)",null,Ekim 2017,143,Karton kapak,9789750506765,"Edebiyat, Hikaye (Öykü), Yeraltı Edebiyatı",null,null,Türkçe,Türkiye,İletişim Yayıncılık,null,0-13 Yaş%5.514-17 Yaş%4.918-24 Yaş%28.525-34 Yaş%37.535-44 Yaş%18.945-54 Yaş%2.755-64 Yaş%0.765+ Yaş%1.5,Kadın%56.4Erkek%43.6,7.8,1.206
Gölgesizler,Hasan Ali Toptaş,null,Mart 2019,240,Karton kapak,9786051850672,"Edebiyat, Roman",null,null,Türkçe,Türkiye,Everest Yayınları,null,0-13 Yaş%7.614-17 Yaş%3.318-24 Yaş%24.925-34 Yaş%37.435-44 Yaş%21.145-54 Yaş%3.855-64 Yaş%0.665+ Yaş%1.2,Kadın%63.1Erkek%36.9,8.5,1.450
Leylim Leylim,Ahmed Arif,Ahmed Arif'ten Leylâ Erbil'e Mektuplar - 1954-1957,Eylül 2013,207,Karton kapak,9786053609308,"Anı-Mektup-Günlük, Edebiyat",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%8.414-17 Yaş%3.718-24 Yaş%29.625-34 Yaş%39.535-44 Yaş%12.845-54 Yaş%2.355-64 Yaş%0.865+ Yaş%2.9,Kadın%70.6Erkek%29.3,9.1,1.355
Bir Bilim Adamının Romanı,Oğuz Atay,Bütün Eserleri 5,Kasım 2018,283,Karton kapak,9789754700671,"Biyografi, Edebiyat, Roman",null,null,Türkçe,Türkiye,null,null,0-13 Yaş%5.314-17 Yaş%10.518-24 Yaş%29.925-34 Yaş%29.335-44 Yaş%17.545-54 Yaş%3.955-64 Yaş%165+ Yaş%2.5,Kadın%61.8Erkek%38.1,8.6,1.109
